package_idsafe_package_idsource_pathtarget_pathhas_module_jsonneeds_identitymodule_typeactionapply_nowrequires_gate
leases	leases	C:\ENGREMIAT_CORE\data\leases	data\_OFFICIAL_MODULES\leases	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
local-apply-lab-080	local-apply-lab-080	C:\ENGREMIAT_CORE\data\local-apply-lab-080	data\_OFFICIAL_MODULES\local-apply-lab-080	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
local-multiworker-launch-and-link-n1	local-multiworker-launch-and-link-n1	C:\ENGREMIAT_CORE\data\local-multiworker-launch-and-link-n1	data\_OFFICIAL_MODULES\local-multiworker-launch-and-link-n1	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
local-multiworker-launch-and-link-n2	local-multiworker-launch-and-link-n2	C:\ENGREMIAT_CORE\data\local-multiworker-launch-and-link-n2	data\_OFFICIAL_MODULES\local-multiworker-launch-and-link-n2	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
local-runtime-fix	local-runtime-fix	C:\ENGREMIAT_CORE\data\local-runtime-fix	data\_OFFICIAL_MODULES\local-runtime-fix	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
main-pc-linking	main-pc-linking	C:\ENGREMIAT_CORE\data\main-pc-linking	data\_OFFICIAL_MODULES\main-pc-linking	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
manual-093	manual-093	C:\ENGREMIAT_CORE\data\manual-093	data\_OFFICIAL_MODULES\manual-093	False	True	MANUALS	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
matching	matching	C:\ENGREMIAT_CORE\data\matching	data\_OFFICIAL_MODULES\matching	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
memory-sync-041	memory-sync-041	C:\ENGREMIAT_CORE\data\memory-sync-041	data\_OFFICIAL_MODULES\memory-sync-041	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
multi-worker-066	multi-worker-066	C:\ENGREMIAT_CORE\data\multi-worker-066	data\_OFFICIAL_MODULES\multi-worker-066	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
multi-worker-close-075	multi-worker-close-075	C:\ENGREMIAT_CORE\data\multi-worker-close-075	data\_OFFICIAL_MODULES\multi-worker-close-075	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
mvp-authorized-apply-026	mvp-authorized-apply-026	C:\ENGREMIAT_CORE\data\mvp-authorized-apply-026	data\_OFFICIAL_MODULES\mvp-authorized-apply-026	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
mvp-close-025	mvp-close-025	C:\ENGREMIAT_CORE\data\mvp-close-025	data\_OFFICIAL_MODULES\mvp-close-025	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
mvp-dashboard-024	mvp-dashboard-024	C:\ENGREMIAT_CORE\data\mvp-dashboard-024	data\_OFFICIAL_MODULES\mvp-dashboard-024	False	True	PANEL	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
mvp-demo-043	mvp-demo-043	C:\ENGREMIAT_CORE\data\mvp-demo-043	data\_OFFICIAL_MODULES\mvp-demo-043	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
NEXT_ENGREMIAT_MODULAR_PLATFORM_002E	NEXT_ENGREMIAT_MODULAR_PLATFORM_002E	C:\ENGREMIAT_CORE\data\NEXT_ENGREMIAT_MODULAR_PLATFORM_002E	data\_OFFICIAL_MODULES\NEXT_ENGREMIAT_MODULAR_PLATFORM_002E	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
NEXT_ENGREMIAT_MODULAR_PLATFORM_003E	NEXT_ENGREMIAT_MODULAR_PLATFORM_003E	C:\ENGREMIAT_CORE\data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E	data\_OFFICIAL_MODULES\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
NEXT_ENGREMIAT_MODULAR_PLATFORM_004E	NEXT_ENGREMIAT_MODULAR_PLATFORM_004E	C:\ENGREMIAT_CORE\data\NEXT_ENGREMIAT_MODULAR_PLATFORM_004E	data\_OFFICIAL_MODULES\NEXT_ENGREMIAT_MODULAR_PLATFORM_004E	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
